Id_bien;Type_bien ;No_voie;Type_de_voie;Voie;Code_type_de_voie;Code_voie;id_Commune
1;Appartement;190;RUE;CENTRALE;0;5;1350
2;Appartement;347;RUE;DU CHATEAU;0;20;1103
3;Appartement;58;AV;DU MONT BLANC;1;527;1143
4;Maison;140;RUE;DE L'ABBE JOLIVET;0;2;1288
5;Appartement;39;RUE;BUFFON;0;110;133
6;Appartement;28;AV;JEAN FALCONNIER;1;179;1138
7;Appartement;8;RUE;DE GENEVE;0;120;1354
8;Appartement;2;RUE;DU RECULET;0;210;1354
9;Maison;1403;RUE;JEAN DE GINGINS;0;465;1143
10;Maison;226;ALL;DES CAPUCINES;2;36;1354
11;Appartement;276;RTE;DE POUGNY;3;210;1288
12;Appartement;79;CRS;DE VERDUN;4;1490;1283
13;Appartement;77;RUE;DU COMMERCE;0;20;1357
14;Appartement;240;RUE;DE PRE BAILLY;0;650;1173
15;Appartement;3;RUE;TURENNE;0;541;133
16;Appartement;44;ALL;DU SQUARE DE LAUSANNE;2;695;1143
17;Appartement;59;RUE;ALEXANDRE BERARD;0;40;14
18;Appartement;282;CHE;DES LONGES RAYES;5;130;171
19;Appartement;54;GR;GRANDE RUE;6;45;1396
20;Appartement;1;RUE;DE GEX;0;160;1160
21;Appartement;17;LOT;LES JARDINS DE CHEVRY;7;A036;1103
22;Appartement;329;RUE;DES CARPIERES;0;25;1399
23;Appartement;369;AV;CHARLES DE GAULLE;1;55;1202
24;Appartement;154;RUE;SUR LA VIGNETTE;0;33;1204
25;Appartement;6;RUE;DES USINIERS;0;745;1173
26;Appartement;2;RUE;DU JURA;0;135;1354
27;Appartement;54;RUE;MARCEL DEMIA;0;455;14
28;Appartement;269;CHE;DE CHARIGNIN;5;191;134
29;Maison;322;RUE;DE BRETIGNY;0;37;1281
30;Appartement;132;ALL;DES HETRES;2;124;1354
31;Appartement;80;RUE;DE MEYRIN;0;170;1160
32;Appartement;4;RUE;DE LA MAIRIE;0;190;1138
33;Appartement;79;GR;GRANDE RUE DE BULLIEZ;6;182;1202
34;Appartement;8;RUE;DE LA BIENNE;0;15;1148
35;Appartement;29;RUE;REINE CLOTILDE;0;540;14
36;Appartement;3;RUE;STE MARIE;0;730;134
37;Maison;956;RTE;DE BOURG;3;25;1202
38;Appartement;1;AV;DU BIJOU;1;20;1160
39;Maison;58;CHE;DE LA PLANCHE BRULEE;5;55;1160
40;Appartement;211;RUE;CHANTEPIE;0;16;1313
41;Appartement;25;RUE;DE LA ROCHE SAMUEL;0;53;160
42;Maison;25;RUE;DE LA COMMUNE 1871;0;246;14
43;Appartement;6;;DE LA TOUR;8;135;1363
44;Appartement;91;CHE;DE LA PLANCHE BRULEE;5;55;1160
45;Appartement;3;RUE;DU DOCTEUR GREZEL;0;270;1269
46;Appartement;28;RUE;DU DOC CHARCOT;0;70;1345
47;Maison;312;RUE;DES TERRASSES;0;342;1419
48;Appartement;10;RUE;AMPERE;0;40;1283
49;Appartement;1;RUE;GERARD DE NERVAL;0;95;131
50;Appartement;10;RUE;DES HAUTAINS;0;130;1354
51;Maison;102;MAIL;DU NEUTRINO;9;77;1313
52;Appartement;84;RUE;DE MEYRIN;0;170;1160
53;Appartement;115;RUE;MASONOD;0;410;1185
54;Maison;812;RUE;DES VERTES CAMPAGNES;0;755;1173
55;Appartement;26;CHE;DE LA PLANCHE BRULEE;5;55;1160
56;Appartement;2;RUE;DE CHAMP FUSY;0;45;1354
57;Appartement;53;ALL;DES PRUNUS;2;201;1354
58;Appartement;541;RUE;DES MONTS JURA;0;75;1210
59;Appartement;386;CHE;DES SOUPIRS;5;752;134
60;Appartement;663;RTE;BLANCHE;3;12;1399
61;Appartement;377;RUE;DES ABATTOIRS;0;11;1173
62;Appartement;60;ALL;DES FRERES CAUDRON;2;295;14
63;Appartement;86;RUE;DE LA REPUBLIQUE;0;490;133
64;Appartement;148;IMP;DU SAUGY;10;123;1281
65;Maison;77;LOT;CLOS CHAMP VRILLARD;7;A010;171
66;Appartement;27;RLE;DE L EGLISE;11;240;1173
67;Appartement;5;PL;DE L EGLISE;12;145;1202
68;Appartement;94;ALL;SIMON VAN DER MEER;2;109;1313
69;Appartement;242;RUE;DE PRE BAILLY;0;650;1173
70;Appartement;8;RTE;DE DIVONNE;3;55;1436
71;Appartement;24;RUE;LAMARTINE;0;340;133
72;Maison;88;RUE;DU PETIT CHAMP;0;275;1419
73;Appartement;27;RUE;DES VERGERS;0;367;1419
74;Maison;250;RUE;DES FRENES;0;54;1192
75;Appartement;13;RUE;JEAN MONNET;0;398;14
76;Appartement;2;RUE;DE LA BATISSE;0;161;14
77;Appartement;33;RUE;DE GENEVE;0;120;1354
78;Appartement;30;RUE;DE VERSOIX;0;175;1160
79;Maison;923;RTE;DE MURY;3;145;1153
80;Maison;77;RUE;LA PIECE;0;82;1103
81;Maison;103;MAIL;DU NEUTRINO;9;77;1313
82;Appartement;33;MAIL;DU NEUTRINO;9;77;1313
83;Appartement;75;RUE;DES VERGERS;0;367;1419
84;Appartement;27;RTE;DE CESSY;3;5;1435
85;Appartement;60;RUE;DE SAVOIE;0;509;133
86;Appartement;90;RUE;DE LAUSANNE;0;490;1143
87;Appartement;72;RUE;DE LA REPUBLIQUE;0;550;14
88;Appartement;198;RTE;DE VOUVRAY;3;560;133
89;Appartement;786;AV;DES VOIRONS;1;720;1143
90;Appartement;256;AV;DE BELLE FERME;1;41;1173
91;Appartement;1143;RUE;CLAIRES FONTAINES;0;30;1390
92;Maison;40;RUE;VICTOR HUGO;0;88;1160
93;Appartement;150;RUE;DE LA REPUBLIQUE;0;690;134
94;Appartement;14;RUE;CASTELLION;0;310;1283
95;Appartement;38;AV;DE VESSY;1;85;1160
96;Appartement;36;RUE;DES APOTRES;0;100;14
97;Appartement;91;;GRAND' RUE;8;46;1109
98;Maison;88;RUE;DE LA PIERRE;0;165;1153
99;Appartement;223;RUE;DES PRALETS;0;112;1281
100;Appartement;232;RUE;DE LA ROCHETTE;0;50;179
101;Appartement;3;RUE;GEORGES CHARPAK;0;118;1354
102;Appartement;9;RUE;DE LA FLAUDIERE;0;60;1199
103;Appartement;392;RTE;DE VOUVRAY;3;560;133
104;Appartement;5186;;MATAFELON;8;B102;1240
105;Appartement;8;RUE;GEORGES MARIN;0;227;133
106;Appartement;6066;RUE;DES BATTOIRS;0;18;1419
107;Appartement;1;ESPA;CHARLES DE GAULLE;13;326;1283
108;Appartement;54;RUE;ANTOINE JACQUET;0;32;133
109;Appartement;5208;;LE BULOZ;8;B013;1187
110;Appartement;7;RUE;DU DOCTEUR GREZEL;0;270;1269
111;Maison;247;CHE;DE PRE DE PLANCHE;5;88;1313
112;Appartement;120;CHE;DU MARTINET;5;155;171
113;Appartement;12;RUE;DU MURET;0;1040;1283
114;Appartement;47;RUE;DU CHANE;0;16;114
115;Appartement;1;RUE;JOLIOT CURIE;0;257;133
116;Appartement;15;CHE;DU LAVOIR;5;70;1390
117;Appartement;68;RUE;DES USINIERS;0;745;1173
118;Maison;5001;ALL;HONORE DE BALZAC;2;431;134
119;Appartement;9;RUE;DES FRERES SERPOLLET;0;172;1138
120;Appartement;231;RUE;DE LA RABOUDIERE;0;56;1224
121;Maison;20;;HAMEAU DES CHENES;8;190;1419
122;Appartement;47;CHE;DES ECOLIERS;5;325;1143
123;Appartement;48;RUE;DE GENEVE;0;155;1160
124;Appartement;40;IMP;DES PISTES;10;100;1210
125;Appartement;4;IMP;DU PEGAN;10;171;1160
126;Appartement;4;PL;DE L HOTEL DE VILLE;12;68;1199
127;Appartement;76;RUE;COLONEL XAVIER RENDU;0;805;133
128;Appartement;18;AV;FRANCIS BLANCHARD;1;309;1173
129;Appartement;711;RUE;DES MORAINES;0;75;1103
130;Appartement;35;RUE;BUFFON;0;110;133
131;Appartement;20;RUE;PARMENTIER;0;440;133
132;Appartement;461;RUE;JEAN-JACQUES ROUSSEAU;0;221;1354
133;Appartement;114;RUE;DU CONTE DES PERMISSIONS;0;253;1143
134;Appartement;38;RUE;JOSEPH MARION;0;305;133
135;Appartement;242;RUE;DES VERTES CAMPAGNES;0;755;1173
136;Appartement;44;RUE;PASTEUR;0;315;1202
137;Maison;34;RUE;DES ECOLES;0;75;1354
138;Appartement;183;RUE;DU VIEUX BOURG;0;110;1399
139;Appartement;54;RUE;ARISTIDE BRIAND;0;120;14
140;Appartement;99;RUE;DE L AMITIE;0;15;134
141;Appartement;16;RUE;DES HAUTAINS;0;130;1354
142;Appartement;5245;;LES MARS;8;B032;1247
143;Appartement;17;AV;DES ALPES;1;10;1160
144;Appartement;35;RUE;DES PRELES;0;155;1401
145;Appartement;78;AV;DU GEN SARRAIL;1;320;14
146;Appartement;22;RUE;DE L AVENIR;0;63;133
147;Appartement;7;RUE;TURENNE;0;541;133
148;Appartement;86;RUE;GUSTAVE EIFFEL;0;112;131
149;Appartement;16;AV;DU JURA;1;25;1160
150;Appartement;6;RUE;GEORGES MARIN;0;227;133
151;Appartement;346;RUE;DE PRE BAILLY;0;650;1173
152;Maison;195;IMP;DU SAUGY;10;123;1281
153;Appartement;348;RUE;DE PRE BAILLY;0;650;1173
154;Maison;72;CHE;DES COLLINES;5;31;1401
155;Appartement;86;RUE;DE MEYRIN;0;170;1160
156;Appartement;181;RUE;PARC JEAN MONNET;0;169;1354
157;Appartement;28;CHE;DU PEUDEX;5;567;1143
158;Appartement;62;CHE;DU PONT DE GREMAZ;5;294;1419
159;Appartement;1;ALL;ALBERT CAMUS;2;14;133
160;Appartement;13;PL;DES FOURS;12;375;134
161;Appartement;4;CHE;DU MARAIS;5;59;1313
162;Appartement;67;RTE;DE GENEVE;3;85;171
163;Maison;644;RUE;D ARBERE;0;100;1143
164;Appartement;67;RTE;DE CHAVORNOD;3;218;134
165;Appartement;96;RUE;DU JURA;0;487;1143
166;Appartement;152;GR;GRANDE RUE;6;660;1143
167;Appartement;170;RUE;DES TERREAUX;0;680;1173
168;Maison;399;RUE;DU COTEILLON;0;105;1202
169;Appartement;780;RUE;DE LA REPUBLIQUE;0;90;1158
170;Appartement;71;CHE;DE LA PRALAY;5;100;1135
171;Appartement;46;AV;DES NATIONS;1;560;1443
172;Maison;13;RUE;DE LAYE;0;461;1244
173;Appartement;151;RTE;DE BELLEVILLE;3;40;1258
174;Appartement;9;RUE;NEUVE;0;520;1262
175;Appartement;768;RUE;EDOUARD HERRIOT;0;160;1194
176;Appartement;172;RUE;HECTOR BERLIOZ;0;75;130
177;Appartement;2;RUE;DE LYON;0;510;1244
178;Appartement;1172;RTE;DE GENEVE;3;186;1142
179;Appartement;62;CHE;DU BONATIER;5;30;1248
180;Appartement;40;MTE;DES CANNES;14;140;1450
181;Maison;12;RUE;LUCIEN QUITTELIER;0;925;2173
182;Appartement;27;RUE;FERNAND THUILLART;0;910;2408
183;Appartement;1;RUE;CONDORCET;0;535;2408
184;Appartement;15;RUE;DU REMPART SAINT REMY;0;2278;2408
185;Appartement;11;RUE;BONNOT;0;250;2408
186;Appartement;2;RUE;MAZIN;0;301;2304
187;Appartement;13;RUE;PAUL DOUMER;0;2040;2408
188;Maison;20;RUE;DES OEUVRES DE CHINE;0;1070;2173
189;Appartement;13;RUE;VINCHON;0;2860;2408
190;Appartement;15;RUE;DU CHANGE;0;400;2408
191;Appartement;27;RUE;CARLIER HENNECART;0;350;2408
192;Maison;9001;RUE;JEAN DE LA FONTAINE;0;1333;2408
193;Appartement;27;RUE;JEAN RACINE;0;1334;2408
194;Appartement;10;PL;DU MARCHE;12;1700;2408
195;Maison;32;RUE;DE LA LINOTTE;0;1590;2408
196;Appartement;1;RLE;DES NEUFLIERS;11;1930;2408
197;Maison;30;RUE;DE L EGLISE;0;39;2755
198;Appartement;1;PL;BOUZIER;12;190;2173
199;Appartement;30;RUE;SERURIER;0;2620;2408
200;Appartement;16;RUE;DE MONTEVIDEO;0;130;2680
201;Appartement;108;BD;GAMBETTA;15;2555;2738
202;Appartement;9003;RUE;ROBERT GODARD;0;78;2318
203;Appartement;4;RUE;DE LA CONGREGATION;0;540;2408
204;Maison;21;RUE;AMPERE;0;45;2408
205;Appartement;3;AV;CARNOT;1;360;2408
206;Appartement;2;RUE;DE LA SELLERIE;0;5210;2691
207;Appartement;1;RUE;D ISLE;0;2920;2691
208;Appartement;23;RUE;DU GOUVERNEMENT;0;2670;2691
209;Appartement;15;RUE;VARLET;0;5500;2691
210;Appartement;2;PL;FERNAND MARQUIGNY;12;800;2722
211;Appartement;36;RUE;DU MOULIN BOTTE;0;110;2226
212;Appartement;12;RUE;DES PAVEURS;0;1660;2722
213;Appartement;2;BD;JEANNE D ARC;15;1130;2722
214;Maison;2;RUE;JEAN DELAPLACE;0;1082;2722
215;Appartement;1;RUE;DE LA SURCHETTE;0;2180;2722
216;Appartement;18;RUE;QUINQUET;0;1830;2722
217;Maison;1;RUE;DU PONT DE LA TOURNELLE;0;115;2795
218;Appartement;7;RUE;DE FONTENOY;0;50;2795
219;Appartement;;;LA FOSSE SALMON;8;B054;2810
220;Maison;19;RUE;SAINT DENIS;0;6;2410
221;Appartement;3;RUE;ROGER SALENGRO;0;615;2810
222;Appartement;18;RUE;DU CHAMP BOUILLANT;0;330;2722
223;Appartement;3;RUE;DE LA RESISTANCE;0;1910;2722
224;Appartement;14;RUE;PORTE CROUY;0;1760;2722
225;Maison;2;CHT;DE LA QUINCY;16;A040;2537
226;Maison;8;PTR;PETITE RUE SAINT VINCENT;17;270;2758
227;Appartement;2;RUE;DE BAPAUME;0;70;2810
228;Appartement;10;PL;DE LAON;12;1192;2722
229;Appartement;1;RUE;DES GRAVIERS;0;950;2722
230;Appartement;15;RUE;DU CHAMP BOUILLANT;0;330;2722
231;Appartement;20;RUE;NOTRE DAME;0;1490;2722
232;Appartement;17;RUE;ALEXANDRE DUMAS;0;20;2810
233;Maison;5;RUE;FERNAND BAZIN;0;40;2201
234;Appartement;5;PL;DU DOCTEUR MOUFLIER;12;170;2810
235;Appartement;2;BD;EDOUARD BRANLY;15;760;2722
236;Appartement;4;PL;DE LAON;12;1192;2722
237;Appartement;16;RUE;D OULCHY LE CHATEAU;0;360;264
238;Appartement;12;AV;THIERS;1;2210;2722
239;Appartement;4;RUE;JEAN MOULIN;0;1122;2722
240;Appartement;3;RUE;PORTE CROUY;0;1760;2722
241;Appartement;30;AV;DU GENERAL DE GAULLE;1;890;2722
242;Appartement;9;RUE;VICTOR HUGO;0;710;2810
243;Appartement;41;RUE;DU GRAND MONTOIR;0;302;2810
244;Appartement;7;RUE;DE PANLEU;0;1540;2722
245;Maison;5;RUE;FERNAND BAZIN;0;40;2722
246;Appartement;22;BD;JEANNE D ARC;15;1130;2168
247;Appartement;12;AV;DE LA MARE AUX CANES;1;814;2168
248;Appartement;3;PL;DE L HOTEL DE VILLE;12;640;2168
249;Appartement;50;GR;GRANDE RUE;6;590;2168
250;Appartement;1;RES;RENOIR;18;A047;2305
251;Appartement;2;RUE;PAUL CLAUDEL;0;160;3190
252;Appartement;22;RUE;DE LA FRATERNITE;0;950;3190
253;Appartement;2;RUE;DENAIN;0;720;3190
254;Appartement;14;RUE;CHARLES PEGUY;0;459;3321
255;Maison;4;RES;PARC MONTFAULT;18;A063;3190
256;Appartement;11;RUE;DU VERT GALANT;0;2170;3321
257;Maison;16;IMP;DU PRE DE MOLLES;10;1320;3321
258;Appartement;84;RTE;DE LYON;3;990;3321
259;Appartement;3;RUE;JACQUES VINCENT;0;865;3190
260;Appartement;24;RUE;GASPARD ROUX;0;1010;395
261;Appartement;1;AV;DU DRAPEAU;1;815;3310
262;Appartement;71;RUE;JEAN JAURES;0;1710;3310
263;Appartement;2;RUE;MONTIGNAC;0;2160;3310
264;Appartement;2;RUE;DU 11 NOVEMBRE;0;2290;3310
265;Appartement;10;RUE;DUCHON;0;1040;3310
266;Appartement;4;RUE;HUBERT COLOMBIER;0;1600;4209
267;Appartement;9003;PL;DE L HORLOGE;12;720;4166
268;Appartement;7102;PL;DE L ENGIEN;12;88;473
269;Appartement;7003;RES;LES MELEZES;18;A009;449
270;Appartement;9500;TRA;DU CAMPING;19;182;470
271;Appartement;1;RUE;DES MONGES;0;1090;4126
272;Appartement;7066;;STATION DE SAINT JEAN;8;B052;4209
273;Appartement;9002;PL;DU DOCTEUR ROBERT;12;440;46
274;Appartement;7192;;LA CHAPELLE;8;B029;439
275;Appartement;;PL;DES AIRES;12;9;496
276;Appartement;7078;RTE;DE MAZAGRAND;3;4;4102
277;Appartement;7037;;LE VILLAGE;8;B091;4205
278;Appartement;6;RUE;GRANDE;0;24;46
279;Appartement;7034;;ADRECH DE CHAUVET;8;B001;470
280;Appartement;25;AV;FRANCOIS CUZIN;1;680;470
281;Maison;20;RUE;DU VALLON DE FARINE;0;1670;4126
282;Appartement;7002;;STATION DE SAINT JEAN;8;B052;4176
283;Appartement;7042;;LE VILLAGE;8;B030;46
284;Appartement;7398;;PONT DE LABRAU OUEST;8;B138;486
285;Appartement;24;LOT;LOTISSEMENT DU BERARD;7;A001;473
286;Appartement;7052;RES;LES CHENEVRIERS;18;A004;419
287;Appartement;12;CHE;DES ALPAGES;5;50;496
288;Appartement;25;RUE;PRINCIPALE;0;1;494
289;Appartement;7300;CHE;DES BEAUMES;5;45;470
290;Appartement;39;BD;VICTOR HUGO;15;1690;470
291;Appartement;9482;RES;LE VALLON DES SOURCES;18;A247;470
292;Appartement;32;BD;VICTOR HUGO;15;1690;473
293;Appartement;5081;;LE SUPERSAUZE;8;B073;4189
294;Maison;26;;LE PONT;8;B033;46
295;Appartement;7178;;PONT DE LABRAU;8;B081;4145
296;Appartement;2;IMP;DE CARUPE;10;21;494
297;Appartement;7153;;LES HAUTES PLAINES;8;B081;473
298;Appartement;5112;RES;LES MARGUERITES;18;A008;470
299;Appartement;4;PL;DE LA MAIRIE;12;1001;473
300;Appartement;5230;;LE SUPERSAUZE;8;B073;4245
301;Appartement;6;;ANCIENNE RTE D FORCALQUIER;8;75;488
302;Appartement;7096;;BEAUDINE;8;B007;4209
303;Appartement;3;PL;DE LA REPUBLIQUE;12;1360;4209
304;Appartement;53;RUE;DELEUZE;0;420;4203
305;Appartement;7023;;GRANDE MONTAGNE;8;B023;46
306;Appartement;7052;;LES AUCHES;8;B009;4112
307;Maison;181;ALL;DES AVETTES;2;82;488
308;Appartement;5;AV;MARCEL ANDRE;1;700;46
309;Appartement;7218;;LACHAUD ET CHAUVET;8;B063;4112
310;Appartement;320;AV;DU DCT BERNARD FOUSSIER;1;103;419
311;Appartement;6;RUE;ANDRE HONNORAT;0;60;488
312;Appartement;155;RUE;DOC CASIMIR CAIRE;0;330;494
313;Appartement;5637;AV;DES THERMES;1;265;46
314;Appartement;7054;;LA CHAPELLE;8;B029;4166
315;Appartement;3;RUE;TANNERIE;0;230;4209
316;Appartement;118;RUE;POTERIE;0;1220;488
317;Maison;1;REM;DES CORDELIERS;20;265;4112
318;Appartement;9002;;LES LAVANDES;8;A023;4226
319;Appartement;;RES;LES MARMOTTES BLEUES;18;A029;4139
320;Appartement;5038;;LE VILLAGE;8;B117;4209
321;Appartement;9;RUE;FONT CHAUDE;0;570;4205
322;Appartement;7089;;SAINT PIERRE;8;B083;4151
323;Maison;5154;RUE;DE LA FERRAILLE;0;2;46
324;Appartement;7215;;LA SESTRIERE;8;B110;470
325;Appartement;3;TRA;DES EAUX CHAUDES;19;520;4143
326;Appartement;1;RUE;JULES BOURDIN;0;335;4112
327;Appartement;14;ALL;DE PROVENCE;2;855;494
328;Appartement;5028;CHE;DE STE ANNETTE;5;250;470
329;Appartement;36;AV;HENRI JAUBERT;1;810;494
330;Appartement;117;AV;DES THERMES;1;265;4112
331;Appartement;9001;RES;JEANNE D ARC;18;A031;488
332;Appartement;20;RUE;MARIUS DEBOUT;0;720;494
333;Appartement;7224;;LES HAUTES PLAINES;8;B081;4226
334;Appartement;;RES;PRA CHAUVET;18;A050;46
335;Appartement;7009;;ADRECH DE CHAUVET;8;B001;4226
336;Appartement;;RES;LES MELEZES;18;A045;4126
337;Appartement;7215;;STATION DE SAINT JEAN;8;B052;4205
338;Appartement;7113;;LES SAGNES;8;B080;494
339;Appartement;7024;;LES HAUTES PLAINES;8;B081;494
340;Appartement;7023;;LES HAUTES PLAINES;8;B081;488
341;Maison;3;RUE;DU FRESQUIE;0;903;494
342;Appartement;;RES;LE CEZANNE;18;A023;4112
343;Appartement;20;ALL;DE PROVENCE;2;855;479
344;Appartement;7102;RTE;DU LAC;3;10;494
345;Appartement;5038;;LES VIEUX BAINS;8;B161;439
346;Appartement;29;RUE;NATIONALE;0;150;4226
347;Appartement;;RES;LE CHRISTIANA;18;A019;4242
348;Appartement;5177;RUE;GRANDE;0;30;4112
349;Appartement;9013;BD;PAUL MARTIN NALIN;15;730;470
350;Appartement;11;RUE;DE L ANCIENNE MAIRIE;0;1000;4112
351;Appartement;9001;;LA COLETTE;8;A003;496
352;Appartement;7028;;MAZAGRAND;8;B078;496
353;Appartement;8;MTE;DU CHASTEL;14;49;470
354;Appartement;5;AV;DES THERMES;1;1605;4226
355;Appartement;;RES;LA BERANGERE;18;A004;4230
356;Appartement;5004;AV;GEORGES DE SALVE;1;2;4209
357;Appartement;30;AV;DES ARCADES;1;80;470
358;Appartement;15;CHE;DES AJONCS;5;35;4209
359;Appartement;40;AV;JEAN MOULIN;1;793;4112
360;Appartement;4;RUE;DES ALPES;0;35;449
361;Maison;42;CHE;DES SALETTES;5;685;4205
362;Appartement;7091;;CHANTEMERLE;8;B019;46
363;Appartement;7263;RES;LA PETITE OURSE 2;18;A028;470
364;Appartement;28;RUE;DE L HUBAC;0;870;4226
365;Appartement;;RES;L EDELWEISS;18;A022;488
366;Appartement;16;AV;SAINT PROMASSE;1;1340;449
367;Appartement;9491;CHE;DU LAC;5;470;4244
368;Appartement;20;RUE;DE LA REPUBLIQUE;0;255;419
369;Appartement;7;RUE;GRENETTE;0;240;488
370;Appartement;12;RUE;LOUIS ANDRIEUX;0;682;4197
371;Maison;156;RUE;PIERRE MAITRE;0;317;488
372;Appartement;3;RLE;DES PRISONS;11;1060;4112
373;Appartement;16;RUE;DE L ARMISTICE;0;60;46
374;Appartement;7197;RES;LE SCHUSS 3;18;A025;488
375;Appartement;10;AV;MARCEL ANDRE;1;700;419
376;Appartement;7089;AV;REINE DES ALPES;1;456;46
377;Appartement;7199;;LE SEIGNUS BAS;8;B106;470
378;Appartement;7;PL;GENERAL DE GAULLE;12;745;4205
379;Appartement;7464;;STATION DU GRAND PUY;8;B094;419
380;Appartement;8;CHE;DES PASQUIERS;5;423;4178
381;Appartement;5249;PL;DU FOUR;12;14;469
382;Appartement;5031;;LE VILLAGE;8;B058;422
383;Appartement;5169;;LE VILLAGE;8;B078;4112
384;Appartement;30;BD;CHARLES DE GAULLE;15;175;4226
385;Appartement;;RES;LA TOVIERE;18;A044;473
386;Appartement;7076;RES;LES MELEZES ROI SOLEIL;18;A010;46
387;Appartement;7112;;LES AUCHES;8;B009;419
388;Appartement;3;RUE;TRAVERSIERE;0;530;4112
389;Appartement;9001;;LA LUQUECE;8;A030;4112
390;Appartement;70;AV;JEAN GIONO;1;525;439
391;Appartement;35;RUE;DU MITAN;0;140;496
392;Maison;5135;RUE;DE COCODY;0;73;4226
393;Appartement;;RES;LA SAPINIERE;18;A039;494
394;Appartement;7037;;LES PLAINES;8;B116;4226
395;Appartement;;RES;LA ROCHAILLE;18;A038;4189
396;Maison;28;;LE PONT;8;B033;470
397;Appartement;8;CRS;DU TRIBUNAL;4;1655;470
398;Appartement;103;BD;GASSENDI;15;710;4112
399;Appartement;53;BD;ELEMIR BOURGES;15;280;46
400;Appartement;7073;;PONT DE LABRAU;8;B081;419
401;Appartement;3;CHE;DE VILLEVIEILLE;5;550;4230
402;Maison;6103;;LES CHABRANDS;8;B049;494
403;Appartement;7245;;LE CLOS DE L EDEN;8;B168;4143
404;Appartement;22;CHE;DU GALOUBET;5;418;494
405;Appartement;7149;RUE;DES EAUX CHAUDES;0;70;46
406;Appartement;7321;;LE SEIGNUS BAS;8;B106;4112
407;Maison;9005;AV;DES SAVELS;1;984;4205
408;Appartement;5525;RUE;GRANDE;0;24;470
409;Appartement;13;MTE;SAINT CHARLES;14;1420;4189
410;Maison;44;;LE PONT;8;B033;470
411;Maison;36;RUE;DE L HUBAC;0;870;4242
412;Appartement;16;LOT;LES LOUVES;7;A014;494
413;Appartement;5041;;LES PLAINES;8;B116;4226
414;Appartement;;RES;LE MONOIKOS;18;A032;4112
415;Maison;4;LOT;LES BALCONS DU SOLEIL;7;X023;479
416;Appartement;5029;RUE;DE LA GRANDE FONTAINE;0;22;4209
417;Appartement;9018;AV;JEAN JAURES;1;790;570
418;Appartement;6374;;RAVEL;8;B069;5153
419;Appartement;5403;;PEYRE CHOUSSOUS;8;B050;584
420;Appartement;5141;;BARBA;8;B004;5177
421;Appartement;5360;ESP;DESPIERRE;21;32;546
422;Appartement;2;PROM;DE L ARCHEVECHE;22;11;5156
423;Appartement;5132;;PIED DE CHANCHORE;8;B130;5177
424;Appartement;5258;ALL;MARTIAL LUCIEN;2;92;523
425;Appartement;9218;;SERRE PAIX;8;B268;596
426;Appartement;5318;;MERLETTE;8;B202;5177
427;Appartement;5246;ALL;AICARDI HUBERT;2;3;5101
428;Maison;5498;IMP;TETE D'AMONT;10;64;56
429;Appartement;5721;AV;CHARLES DE GAULLE;1;27;523
430;Appartement;38;RUE;FRANCOIS CHABAS;0;331;523
431;Appartement;9;AV;MAURICE PETSCHE;1;550;523
432;Appartement;25;RUE;PASTEUR;0;610;561
433;Appartement;6;RUE;DES REMPARTS;0;1750;5139
434;Appartement;5255;;LA JOUE DU LOUP;8;B322;564
435;Appartement;5001;;LA CHAPELLE;8;B019;523
436;Appartement;11;RUE;PASTEUR;0;610;51
437;Appartement;5183;;L ADROIT D'ABRIES;8;B001;561
438;Appartement;36;AV;CDT DUMONT;1;650;5161
439;Appartement;5449;RES;LES AGNEAUX;18;A030;5179
440;Appartement;6;AV;DES MARTYRS;1;114;523
441;Appartement;21;GR;GRANDE RUE;6;400;54
442;Appartement;9000;RUE;COTE GELEE;0;240;523
443;Appartement;7;AV;ADRIEN DAURELLE;1;10;596
444;Appartement;5359;;MERLETTE;8;B202;598
445;Appartement;5243;;LE LACAS;8;B142;5166
446;Appartement;9;RUE;VARANFRAIN;0;480;5119
447;Appartement;5287;;LES CHALPS;8;B023;523
448;Appartement;8;AV;GEN DE GAULLE;1;374;540
449;Maison;6459;;LES BERNARDS;8;B022;5110
450;Appartement;5290;;CLOT DES LEOTHAUDS;8;B022;561
451;Appartement;4;CRS;VICTOR HUGO;4;2280;5132
452;Appartement;17;RUE;ST JULIEN;0;149;546
453;Appartement;16;PL;BARTHELON;12;23;561
454;Appartement;2;RUE;JEAN EYMAR;0;1200;593
455;Appartement;5316;;ENTRE LA VIA;8;B235;5161
456;Appartement;5732;;LES ILES;8;B134;5139
457;Appartement;5162;RES;LES ISSARTS;18;A100;523
458;Appartement;2;RUE;PASTEUR;0;610;561
459;Appartement;44;RTE;DE GRAFFINEL;3;1071;596
460;Appartement;5381;;MERLETTE;8;B202;579
461;Appartement;5809;;LE ROCHAS;8;B419;5139
462;Appartement;5141;;LE BOIS D AUROUZE;8;B014;517
463;Appartement;44;RUE;DE LA TOUR;0;882;5139
464;Appartement;5398;;SUPER DEVOLUY;8;B230;596
465;Appartement;5316;;MERLETTE;8;B202;561
466;Appartement;30;RUE;DE VALSERRES;0;2240;5139
467;Appartement;5095;;LA GRANDE SAGNE;8;B280;5179
468;Appartement;33;RUE;JEAN JAURES;0;80;5166
469;Appartement;5216;;FONTAINEBLEAU;8;B021;565
470;Appartement;5041;PL;GEN ALBERT;12;41;596
471;Appartement;5336;;MERLETTE;8;B202;5110
